account,date,dunk_line,punch,target,source,views,video_id
whitehouse,20250826,A match made in a sanctuary city.,lateral (institution),Democratic Party,overlay,965500,7542947006595992845
whitehouse,20250826,A criminally strong connection.,lateral (institution),Democratic Party,overlay,965500,7542947006595992845
whitehouse,20250826,"Let's spark a flame, together.",lateral (institution),Democratic Party,overlay,965500,7542947006595992845
whitehouse,20250826,A match made in mayhem.,lateral (institution),Democratic Party,overlay,965500,7542947006595992845
whitehouse,20250826,Democrats LOVE illegal immigration.,lateral (institution),Democrats,overlay,965500,7542947006595992845
whitehouse,20250826,Democrats and illegal immigrants: an undeniable love story.,down (vulnerable),Democrats and unnamed undocumented immigrants,overlay,965500,7542947006595992845
whitehouse,20250826,I want to know what love is,lateral (institution),Democratic Party,sound,965500,7542947006595992845
whitehouse,20250828,Find Someone Who Loves You As Much As Democrats Love Giving Free Health Care to Illegal Aliens,lateral (institution),Democrats,overlay,210600,7543720976656207117
whitehouse,20250828,Find yourself somebody who loves you as much as national Democrats love giving health care benefits to illegal aliens.,lateral (institution),national Democrats,speech,210600,7543720976656207117
whitehouse,20250828,Decline is a choice.,lateral (institution),Democratic Party leaders,speech,311000,7543786560018222350
whitehouse,20250828,Your leaders are lying to you,lateral (institution),Democratic Party leaders,speech,311000,7543786560018222350
whitehouse,20250828,they have been failing you for decades.,lateral (institution),Democratic Party leaders,speech,311000,7543786560018222350
whitehouse,20250829,Stop Gov Weaponization,lateral (institution),The current (Biden) administration / Department of Justice,overlay,1300000,7544023985227435319
whitehouse,20250829,Defund Woke Schools,up (powerful figure),"Progressive education policies / ""woke"" ideology",overlay,1300000,7544023985227435319
whitehouse,20250829,OH AND YOU CAN KEEP THE TIP! 100%,lateral (institution),The current (Biden) administration,overlay,1300000,7544023985227435319
whitehouse,20250902,Pwincesss where are you,down (vulnerable),criminal illegal aliens,caption,2400000,7545524836215393549
whitehouse,20250902,"Oh, princess. Princess, where are you?",down (vulnerable),criminal illegal aliens,speech,2400000,7545524836215393549
whitehouse,20250902,"You can run, but you can't hide.",down (vulnerable),criminal illegal aliens,speech,2400000,7545524836215393549
whitehouse,20250902,You wouldn't see Biden for months and nobody ever said there was anyt...,up (powerful figure),Joe Biden,caption,281700,7545589775634369847
whitehouse,20250902,Biden wouldn't do them for months.,up (powerful figure),Joe Biden,overlay,281700,7545589775634369847
whitehouse,20250902,"Well, it's fake news.",lateral (institution),the media,overlay,281700,7545589775634369847
whitehouse,20250902,And we know he wasn't in the greatest of shape.,up (powerful figure),Joe Biden,speech,281700,7545589775634369847
whitehouse,20250902,That's why the media has so little credibility.,lateral (institution),the media,speech,281700,7545589775634369847
whitehouse,20250903,fake news,lateral (institution),the media,speech,227300,7545947040602131726
whitehouse,20250903,He's a friend of CNN. That's why nobody watches CNN anymore.,up (powerful figure),CNN,speech,227300,7545947040602131726
whitehouse,20250903,"MSNBC, which is a threat to democracy, actually.",up (powerful figure),MSNBC,speech,227300,7545947040602131726
whitehouse,20250903,They're all mentally screwed up.,lateral (institution),the media,speech,227300,7545947040602131726
whitehouse,20250903,their ratings have gone down the tubes.,lateral (institution),the media,speech,227300,7545947040602131726
whitehouse,20250903,this very low-rated anchor at CBS.,up (powerful figure),a CBS anchor,speech,227300,7545947040602131726
whitehouse,20250903,We had a president that was grossly incompetent.,up (powerful figure),the previous president,speech,227300,7545947040602131726
whitehouse,20250904,Sounds of a Safer City,up (powerful figure),City of Chicago,overlay,280900,7546305668785917198
whitehouse,20250904,This could be us but you playing,up (powerful figure),City of Chicago,caption,280900,7546305668785917198
whitehouse,20250905,Dozens of illegal criminal aliens depart for deportation 👋,down (vulnerable),undocumented immigrants,overlay,146200,7546642121957051703
whitehouse,20250905,You don’t have to go home but you can’t stay hereee,down (vulnerable),undocumented immigrants,caption,146200,7546642121957051703
whitehouse,20250905,"If we compare that to President Biden, he has gotten 20 taken.",up (powerful figure),Joe Biden,speech,190500,7546745583361477901
whitehouse,20250905,So he is negative.,up (powerful figure),Joe Biden,overlay,190500,7546745583361477901
whitehouse,20250906,200 executive orders of winning,up (powerful figure),Political opponents,caption,277700,7546786250552773943
whitehouse,20250906,There's no AutoPen that can do this.,up (powerful figure),Other presidents/politicians (specifically Barack Obama),speech,277700,7546786250552773943
whitehouse,20250906,lit into liberal senators on the payroll of Big Pharma,up (powerful figure),liberal senators,speech,715900,7547027801774230798
whitehouse,20250906,the sad state of public health that the Trump administration has inherited,lateral (institution),Previous administrations/political establishment,speech,715900,7547027801774230798
whitehouse,20250907,FAKE NEWS,lateral (institution),the media,caption,218100,7547414490774539534
whitehouse,20250907,President Trump SLAMS Fake News Reporter On Chicago,up (powerful figure),a reporter,overlay,218100,7547414490774539534
whitehouse,20250907,that's fake news,up (powerful figure),a reporter,overlay,218100,7547414490774539534
whitehouse,20250907,Be quiet.,up (powerful figure),a reporter,overlay,218100,7547414490774539534
whitehouse,20250907,You don't listen.,up (powerful figure),a reporter,overlay,218100,7547414490774539534
whitehouse,20250907,You never listen.,up (powerful figure),a reporter,overlay,218100,7547414490774539534
whitehouse,20250907,That's why you're second rate.,up (powerful figure),a reporter,overlay,218100,7547414490774539534
whitehouse,20250915,FAFO.,up (powerful figure),drug traffickers,caption,379800,7550419008806194487
whitehouse,20250915,"BE WARNED -- IF YOU ARE TRANSPORTING DRUGS THAT CAN KILL AMERICANS, WE ARE HUNTING YOU!",up (powerful figure),drug traffickers,overlay,379800,7550419008806194487
whitehouse,20250918,Art of the deal 😏,up (powerful figure),critics/opponents,caption,275300,7551421258307570958
whitehouse,20250923,Gotta catch ‘em all,down (vulnerable),people being arrested by DHS/ICE,caption,19100000,7553070474821897527
whitehouse,20250923,ILLEGAL,other,Hossein Sharifi and Nery Garcia Linares,overlay,19100000,7553070474821897527
whitehouse,20250923,Worst of the Worst,other,Hossein Sharifi and Nery Garcia Linares,overlay,19100000,7553070474821897527
whitehouse,20250923,weakness resistance retreat,other,Hossein Sharifi and Nery Garcia Linares,overlay,19100000,7553070474821897527
whitehouse,20250923,To catch them is my will or test,down (vulnerable),people being arrested by DHS/ICE,sound,19100000,7553070474821897527
whitehouse,20250923,"Pokemon, gotta catch them all",down (vulnerable),people being arrested by DHS/ICE,sound,19100000,7553070474821897527
whitehouse,20250923,the teleprompter is not working,other,United Nations,speech,589900,7553325856026905911
whitehouse,20250923,never even received a phone call from the United Nations offering to help,other,United Nations,speech,589900,7553325856026905911
whitehouse,20250923,All I got from the United Nations was an escalator that on the way up stopped right in the middle.,other,United Nations,speech,589900,7553325856026905911
whitehouse,20250923,"These are the two things I got from the United Nations, a bad escalator and a bad teleprompter.",other,United Nations,speech,589900,7553325856026905911
whitehouse,20250923,whoever's operating this teleprompter is in big trouble,up (powerful figure),the teleprompter operator,speech,589900,7553325856026905911
whitehouse,20250924,"Henry’s teacher has to excuse his absence now, right?",own-side (gloat),Henry's teacher,caption,3000000,7553750034450238775
whitehouse,20250924,he doesn't look like a journalist to me,up (powerful figure),journalists,speech,3000000,7553750034450238775
whitehouse,20250926,Everyone mad at the Trump administration for doing Autism research,lateral (institution),Critics of the Trump administration,overlay,637900,7554225045652901175
whitehouse,20250926,"I'm not sure if anyone actually ever listens to what the man is talking about. They just see what's being spread all over social media, and they want to find a reason to hate him.",own-side (gloat),Critics of Donald Trump,speech,637900,7554225045652901175
whitehouse,20250929,domestic terrorists,down (vulnerable),protesters against Trump,overlay,569500,7555637255964986638
whitehouse,20250929,Better run back to your mommies basement!,down (vulnerable),protesters against Trump,overlay,569500,7555637255964986638
whitehouse,20250929,PORTLAND OREGON IS SUCH A SHIT SHOW,up (powerful figure),"Portland, Oregon",overlay,569500,7555637255964986638
whitehouse,20250929,GOTTA CLEAN UP THESE CITIES THESE DEMOCRATIC CITIES,lateral (institution),Democratic Party,overlay,569500,7555637255964986638
whitehouse,20250929,Please get the lunatics off our streets.,down (vulnerable),protesters against Trump,speech,569500,7555637255964986638
whitehouse,20250929,"Please get these people checked into an insane asylum, their mental health figured out.",down (vulnerable),protesters against Trump,speech,569500,7555637255964986638
whitehouse,20251001,Day in the life of a democrat who was asked to keep government open,up (powerful figure),a democrat,overlay,1500000,7556070695604686094
whitehouse,20251001,Just pooping. You know how I be.,up (powerful figure),a democrat,speech,1500000,7556070695604686094
whitehouse,20251001,No work! No work!,up (powerful figure),a democrat,speech,1500000,7556070695604686094
whitehouse,20251001,How can I be productive if I have this one little thing in my brain? That I cannot get out. And that one little thing is a soft pretzel.,up (powerful figure),a democrat,speech,1500000,7556070695604686094
whitehouse,20251001,DEMOCRAT SHUTDOWN,lateral (institution),Democratic Party,caption,737000,7556279665887923511
whitehouse,20251001,When you realize it's not the Republicans who shut down the government...,lateral (institution),Democratic Party,overlay,737000,7556279665887923511
whitehouse,20251001,Democrats steer into a shutdown,lateral (institution),Democratic Party,overlay,737000,7556279665887923511
whitehouse,20251001,Democrats say shutdown necessary to send 'message' to Trump,lateral (institution),Democratic Party,overlay,737000,7556279665887923511
whitehouse,20251001,Democrats Block G.O.P. Spending Extension as Shutdown Looms,lateral (institution),Democratic Party,overlay,737000,7556279665887923511
whitehouse,20251001,Democrats want a government funding fight. But they haven't decided on a plan.,lateral (institution),Democratic Party,overlay,737000,7556279665887923511
whitehouse,20251001,GOV'T SHUTDOWN 'ENTIRELY' BECAUSE DEMOCRATS WANT TO GIVE FREE HEALTH CARE TO ILLEGAL ALIENS,lateral (institution),Democratic Party,overlay,737000,7556279665887923511
whitehouse,20251001,Oh boy.,lateral (institution),Democratic Party,speech,737000,7556279665887923511
whitehouse,20251001,Open the government and the sombrero will stop ✋,lateral (institution),Democratic Party,caption,926800,7556325833107918135
whitehouse,20251001,"Oh, I think it's funny.",up (powerful figure),Hakeem Jeffries,speech,926800,7556325833107918135
whitehouse,20251001,the absurdities of the Democrats positions,lateral (institution),Democratic Party,speech,926800,7556325833107918135
whitehouse,20251001,the absurdity of the Democrats themselves,lateral (institution),Democratic Party,speech,926800,7556325833107918135
whitehouse,20251001,"if you help us reopen the government, the sombrero memes will stop.",up (powerful figure),Hakeem Jeffries,speech,926800,7556325833107918135
whitehouse,20251002,"DON'T BE DUMB, FUND THE GOVERNMENT.",up (powerful figure),Political opponents,overlay,641000,7556666668810800398
whitehouse,20251002,What?,own-side (gloat),Donald Trump,speech,641000,7556666668810800398
whitehouse,20251002,That is so weird.,own-side (gloat),Donald Trump,speech,641000,7556666668810800398
whitehouse,20251002,What's that? Say that again?,own-side (gloat),Donald Trump,speech,641000,7556666668810800398
whitehouse,20251002,What is going on?,own-side (gloat),Donald Trump,speech,641000,7556666668810800398
whitehouse,20251002,DEMOCRAT SHUTDOWN,lateral (institution),Democratic Party,overlay,900100,7556753582435912973
whitehouse,20251002,I'm starting to think that we just don't have enough in common for you to be the one.,up (powerful figure),Hakeem Jeffries,sound,900100,7556753582435912973
whitehouse,20251002,I feel like you're just here for the zipline.,up (powerful figure),Chuck Schumer,sound,900100,7556753582435912973
whitehouse,20251002,*HEALTH CARE FOR CRIMINAL ILLEGAL ALIENS*,lateral (institution),Democratic Party,overlay,900100,7556753582435912973
whitehouse,20251002,*PROTECT CRIMINAL ILLEGAL ALIENS*,lateral (institution),Democratic Party,overlay,900100,7556753582435912973
whitehouse,20251002,All you do all day is go on the zipline.,up (powerful figure),Chuck Schumer,sound,900100,7556753582435912973
whitehouse,20251002,*GIVING HEALTH CARE TO CRIMINAL ILLEGAL ALIENS*,up (powerful figure),Chuck Schumer,overlay,900100,7556753582435912973
whitehouse,20251002,our summer fling is over.,up (powerful figure),Chuck Schumer,sound,900100,7556753582435912973
whitehouse,20251002,You should pack your things and go.,up (powerful figure),Chuck Schumer,sound,900100,7556753582435912973
whitehouse,20251006,The longer the dems keep the gov shutdown the bigger the sombrero gets,lateral (institution),Democratic Party,caption,717000,7558104899855174926
whitehouse,20251006,Nobody likes Democrats anymore.,lateral (institution),Democratic Party,speech,717000,7558104899855174926
whitehouse,20251006,We have no voters left because of all of our woke trans bullshit.,lateral (institution),Democratic Party,speech,717000,7558104899855174926
whitehouse,20251006,Not even black people want to vote for us anymore.,lateral (institution),Democratic Party,speech,717000,7558104899855174926
whitehouse,20251006,Even Latinos hate us.,lateral (institution),Democratic Party,speech,717000,7558104899855174926
whitehouse,20251006,we're just a bunch of woke pieces of shit,lateral (institution),Democratic Party,speech,717000,7558104899855174926
whitehouse,20251006,Nothing beats dems shutting down the gov for criminal illegal alien’s...,lateral (institution),Democratic Party,caption,4400000,7558211116782980366
whitehouse,20251006,criminal illegal alien’s,down (vulnerable),undocumented immigrants,caption,4400000,7558211116782980366
whitehouse,20251007,SEARCHING FOR THE COMMON SENSE THEY LOST,up (powerful figure),Chuck Schumer and Hakeem Jeffries,overlay,716600,7558292201394998583
whitehouse,20251007,THEY DIDN'T FIND IT,up (powerful figure),Chuck Schumer and Hakeem Jeffries,overlay,716600,7558292201394998583
whitehouse,20251009,Wdym you’re keeping the gov shutdown for illegal aliens 😭,lateral (institution),Democratic Party,caption,1500000,7559323527371853070
whitehouse,20251009,Rare aesthetic: Democrat Shutdown,lateral (institution),Democratic Party,overlay,1500000,7559323527371853070
whitehouse,20251016,Guilty as charged,up (powerful figure),critics,caption,1000000,7561608291164409143
whitehouse,20251016,FOR BREAKING THE INTERNET,other,,overlay,1000000,7561608291164409143
whitehouse,20251016,Makes you realize how inactive Biden was,up (powerful figure),Joe Biden,overlay,1000000,7561608291164409143
whitehouse,20251016,This entire page is just rage baiting the Dems,up (powerful figure),The Dems,overlay,1000000,7561608291164409143
whitehouse,20251017,FAFO.,other,Nicolás Maduro,caption,1100000,7562259783189875981
whitehouse,20251017,he doesn't want to fuck around with the United States.,other,Nicolás Maduro,speech,1100000,7562259783189875981
whitehouse,20251017,GULF OF AMERICA,up (powerful figure),Mexico,overlay,521100,7562308900788210999
whitehouse,20251017,DADDY'S HOME,up (powerful figure),Political opponents,overlay,521100,7562308900788210999
whitehouse,20251017,POSTS TRUMP MEME WITH LIGHTSABER,lateral (institution),the media,overlay,521100,7562308900788210999
whitehouse,20251021,We'll be right back.,up (powerful figure),Political opponents,sound,588200,7563818665901083959
whitehouse,20251022,Math ain’t mathing 🤨,lateral (institution),Chuck Schumer / Democrats,caption,794400,7564160560858713399
whitehouse,20251022,Democrat Shutdown,lateral (institution),Democrats,overlay,794400,7564160560858713399
whitehouse,20251022,What we need to do now is get focused and stop pointing fingers.,up (powerful figure),Chuck Schumer,sound,794400,7564160560858713399
whitehouse,20251022,You're a problem.,down (vulnerable),Americans not wanting to pay for illegal criminals' health care,sound,794400,7564160560858713399
whitehouse,20251022,"You're a real, real problem.",down (vulnerable),Americans not wanting to pay for illegal criminals' health care,sound,794400,7564160560858713399
whitehouse,20251023,"Democrats, it’s over.",lateral (institution),Democratic Party,caption,783100,7564433271271017742
whitehouse,20251023,All I can do right now is put on a brave face and go out there and be their leader.,up (powerful figure),Chuck Schumer,sound,783100,7564433271271017742
whitehouse,20251023,It's over. We are screwed.,up (powerful figure),Chuck Schumer,sound,783100,7564433271271017742
whitehouse,20251023,Nahh I’m out,up (powerful figure),Hakeem Jeffries,caption,16700000,7564499904278662455
whitehouse,20251023,nah I'm out,up (powerful figure),Hakeem Jeffries,overlay,16700000,7564499904278662455
whitehouse,20251026,And Dems did nothing…,lateral (institution),Democratic Party,caption,670300,7565315767378382094
whitehouse,20251026,"the social team is still furloughed, but...",lateral (institution),Democratic Party,overlay,670300,7565315767378382094
whitehouse,20251026,Shutdown the government so they can give healthcare to illegal immigrants,lateral (institution),Democratic Party,overlay,670300,7565315767378382094
whitehouse,20251030,IF IT'S SOMETHING WEIRD...,up (powerful figure),Chuck Schumer,overlay,2400000,7567086383890763021
whitehouse,20251030,AND IT DON'T LOOK GOOD...,up (powerful figure),Hakeem Jeffries,overlay,2400000,7567086383890763021
whitehouse,20251030,DEMBUSTERS,lateral (institution),Democratic Party,overlay,2400000,7567086383890763021
whitehouse,20251031,Spookiest clowns there are,lateral (institution),Democratic Party,caption,1000000,7567430629793467661
whitehouse,20251031,(well kinda),lateral (institution),Democrats,overlay,1000000,7567430629793467661
whitehouse,20251031,It was democrats keeping the Gov shut down over free healthcare for illegal aliens,lateral (institution),Democrats,overlay,1000000,7567430629793467661
whitehouse,20251106,lib MELTDOWN,up (powerful figure),liberals,caption,3600000,7569437489031548174
whitehouse,20251106,I'm Fucking FERAL today,up (powerful figure),Donald Trump's opponents,overlay,3600000,7569437489031548174
whitehouse,20251106,Ima keep my vote to myself next time ❤️❤️❤️❤️❤️❤️🥺🥺🥺🥺🥺 yall failing us,up (powerful figure),Donald Trump's opponents,overlay,3600000,7569437489031548174
whitehouse,20251106,What has happened to America? What has happened to democracy? What has happened to freedom?,up (powerful figure),Donald Trump's opponents,speech,3600000,7569437489031548174
whitehouse,20251106,I've been crying for 24 hours.,up (powerful figure),Donald Trump's opponents,speech,3600000,7569437489031548174
whitehouse,20251106,It's over. This country just died.,up (powerful figure),Donald Trump's opponents,speech,3600000,7569437489031548174
whitehouse,20251109,Chuck Schumer living in the world of make believe,up (powerful figure),Chuck Schumer,caption,778400,7570775034025823502
whitehouse,20251109,Wow!,up (powerful figure),Chuck Schumer,sound,778400,7570775034025823502
whitehouse,20251109,The wind of make-believe!,up (powerful figure),Chuck Schumer,sound,778400,7570775034025823502
whitehouse,20251110,Directed by ROBERT B. WEIDE,own-side (gloat),Donald Trump's critics,overlay,10900000,7571162962484841783
whitehouse,20251113,RIP DEMOCRAT SHUTDOWN,lateral (institution),Democratic Party,caption,1700000,7572032437979483406
whitehouse,20251113,Democrat Shutdown - Senate Style Guide,lateral (institution),Democratic Party,overlay,1700000,7572032437979483406
whitehouse,20251113,NY King of Sombreros,up (powerful figure),Chuck Schumer,overlay,1700000,7572032437979483406
whitehouse,20251113,Give free healthcare to illegals,lateral (institution),Democratic Party,overlay,1700000,7572032437979483406
whitehouse,20251113,TRUMP WAS RIGHT ABOUT EVERYTHING,lateral (institution),Democratic Party,overlay,1700000,7572032437979483406
whitehouse,20251113,Weep not on our memories,lateral (institution),Democratic Party,sound,1700000,7572032437979483406
whitehouse,20251117,He's proven the so-called experts completely wrong.,up (powerful figure),so-called experts,speech,1300000,7573823106440039694
whitehouse,20251117,his sharpies working harder than Biden ever did.,up (powerful figure),Joe Biden,speech,1300000,7573823106440039694
whitehouse,20251119,EDUCATION DEPT. CLOSED 🔥,lateral (institution),Department of Education,caption,2700000,7574579215924776205
whitehouse,20251119,if federal bureaucrats are going to PUSH this RADICALISM we should ABOLISH the DEPARTMENT of EDUCATION,up (powerful figure),federal bureaucrats,overlay,2700000,7574579215924776205
whitehouse,20251125,"When I first saw their pictures, I thought we should call them Chuck and Nancy.",up (powerful figure),Chuck Schumer; Nancy Pelosi,speech,4200000,7576761717175242039
whitehouse,20251125,I would never pardon those two people.,up (powerful figure),Chuck Schumer; Nancy Pelosi,speech,4200000,7576761717175242039
whitehouse,20251125,Sleepy Joe Biden,up (powerful figure),Joe Biden,speech,4200000,7576761717175242039
whitehouse,20251125,he used an autopen last year for the turkeys' pardon.,up (powerful figure),Joe Biden,speech,4200000,7576761717175242039
whitehouse,20251125,I have determined that last year's turkey pardons are totally invalid.,up (powerful figure),Joe Biden,speech,4200000,7576761717175242039
whitehouse,20251129,"After 4 years in the Upside Down, President Trump has brought us back...",lateral (institution),Democratic Party,caption,3900000,7578161839834533133
whitehouse,20251201,Have you ever tried this one? Bye-bye 🥰,up (powerful figure),Opponents of U.S. Immigration and Customs Enforcement (ICE),caption,8500000,7578983510929689870
whitehouse,20251201,Have you ever tried this one?,up (powerful figure),Opponents of U.S. Immigration and Customs Enforcement (ICE),sound,8500000,7578983510929689870
whitehouse,20251203,triggering libs,up (powerful figure),libs,overlay,3400000,7579739547697696013
whitehouse,20251204,They spread fake news.,lateral (institution),the media,caption,2600000,7580131784214531341
whitehouse,20251204,We listened (unfortunately) ALL year.,lateral (institution),the media,caption,2600000,7580131784214531341
whitehouse,20251204,Media Bias Offenders,lateral (institution),the media,overlay,2600000,7580131784214531341
whitehouse,20251204,Taste like yours can only be defined one way: SAD!,lateral (institution),the media,overlay,2600000,7580131784214531341
whitehouse,20251204,You complained for THIS many minutes!,lateral (institution),the media,overlay,2600000,7580131784214531341
whitehouse,20251204,Since you were into complaining from Day One.,lateral (institution),the media,overlay,2600000,7580131784214531341
whitehouse,20251204,Your opinion isn't very popular.,lateral (institution),the media,overlay,2600000,7580131784214531341
whitehouse,20251204,Published an unsubstantiated lie to undermine the DOW's anti-terrorist ops.,up (powerful figure),The Washington Post,overlay,2600000,7580131784214531341
whitehouse,20251204,Falsely reported that DOGE had disbanded- It's still saving taxpayers hundreds of millions.,up (powerful figure),Reuters,overlay,2600000,7580131784214531341
whitehouse,20251204,"Demonized the National Guard after two servicemen were shot, one being killed.",up (powerful figure),MSNBC,overlay,2600000,7580131784214531341
whitehouse,20251204,Claimed President Trump is incapable of fulfilling the duties of the Presidency based off of incomplete evidence.,up (powerful figure),The New York Times,overlay,2600000,7580131784214531341
whitehouse,20251204,Omitted vital context to push their own anti-Trump agenda.,up (powerful figure),The Associated Press,overlay,2600000,7580131784214531341
whitehouse,20251204,Your top offenders! Alex Horton & Ellen Nakashima,up (powerful figure),Alex Horton & Ellen Nakashima,overlay,2600000,7580131784214531341
whitehouse,20251205,"If you’re a criminal illegal, you WILL be arrested & deported. ✨",down (vulnerable),undocumented immigrants the administration labels as criminals,caption,25600000,7580477408675892493
whitehouse,20251205,I think I might need to arrest someone for being too illegal.,down (vulnerable),The people being arrested in the video,sound,25600000,7580477408675892493
whitehouse,20251207,Motion detected at your front door 😏,own-side (gloat),Opponents of Donald Trump,caption,3100000,7581221297187818807
whitehouse,20251207,There is a motion at your Front Door,own-side (gloat),Opponents of Donald Trump,overlay,3100000,7581221297187818807
whitehouse,20251208,Why you so obsessed with me?,own-side (gloat),Critics of Donald Trump,sound,4100000,7581525643918183693
whitehouse,20251209,We heard it’s cuffing szn…,down (vulnerable),people being arrested,caption,18500000,7581683711352114463
whitehouse,20251209,IT'S CUFFING SEASON,down (vulnerable),people being arrested,overlay,18500000,7581683711352114463
whitehouse,20251209,Then vs now. 😤,lateral (institution),Biden administration,caption,8600000,7581931799983492365
whitehouse,20251210,All aboard the Deportation Express!,down (vulnerable),Unnamed deported individuals,caption,38400000,7582312611555888439
whitehouse,20251210,Next stop: Back to where you came...,down (vulnerable),Unnamed deported individuals,caption,38400000,7582312611555888439
whitehouse,20251210,THE DEPORTATION EXPRESS,down (vulnerable),Unnamed deported individuals,overlay,38400000,7582312611555888439
whitehouse,20251210,"Tickets, please.",down (vulnerable),Unnamed deported individuals,sound,38400000,7582312611555888439
whitehouse,20251210,"Well, you're coming?",down (vulnerable),Unnamed deported individuals,sound,38400000,7582312611555888439
whitehouse,20251210,You can ride for free.,down (vulnerable),Unnamed deported individuals,sound,38400000,7582312611555888439
whitehouse,20251211,Biden Food Price Increases,up (powerful figure),Biden,overlay,4100000,7582633621937278263
whitehouse,20251211,Biden Price Increase,up (powerful figure),Biden,overlay,4100000,7582633621937278263
whitehouse,20251216,Walking into my work Christmas party knowing that we won the election and haven't stopped winning since,up (powerful figure),Political Opponents,overlay,1700000,7584530763320708365
whitehouse,20251216,And that’s a VERY Merry Christmas to you 😌,up (powerful figure),Political Opponents,caption,1700000,7584530763320708365
whitehouse,20251216,Jingle all the way 🎶,down (vulnerable),criminal illegal aliens,caption,8400000,7584606961157541134
whitehouse,20251216,A FREE FLIGHT,down (vulnerable),criminal illegal aliens,overlay,8400000,7584606961157541134
whitehouse,20251216,Back to the places from which they came,down (vulnerable),criminal illegal aliens,sound,8400000,7584606961157541134
whitehouse,20251216,"Oh, what fun it is to ride A free flight out of our country",down (vulnerable),criminal illegal aliens,sound,8400000,7584606961157541134
whitehouse,20251216,"To any foreign country, as long as it's not here",down (vulnerable),criminal illegal aliens,sound,8400000,7584606961157541134
whitehouse,20251216,"Jingle bells, jingle bells, jingle all the way",down (vulnerable),criminal illegal aliens,sound,8400000,7584606961157541134
whitehouse,20251218,Democrats calendar booked for 2026 already too 😌,lateral (institution),Democratic Party,caption,4700000,7585203475475123470
whitehouse,20251218,Democrats ALL of 2025,lateral (institution),Democratic Party,overlay,4700000,7585203475475123470
whitehouse,20251218,"Four o'clock, wallow in self-pity.",lateral (institution),Democratic Party,sound,4700000,7585203475475123470
whitehouse,20251218,"Four thirty, stare into the abyss.",lateral (institution),Democratic Party,sound,4700000,7585203475475123470
whitehouse,20251218,"Five o'clock, solve world hunger. Tell no one.",lateral (institution),Democratic Party,sound,4700000,7585203475475123470
whitehouse,20251218,"Five thirty, jazzercise.",lateral (institution),Democratic Party,sound,4700000,7585203475475123470
whitehouse,20251218,"Seven o'clock, wrestle with myself loathing.",lateral (institution),Democratic Party,sound,4700000,7585203475475123470
whitehouse,20251218,"lay in bed, stare at the ceiling, and slip slowly into madness.",lateral (institution),Democratic Party,sound,4700000,7585203475475123470
whitehouse,20251230,Fake news.,lateral (institution),the media,speech,2900000,7589663943942081805
whitehouse,20251230,We have a couple of senators here. I just don't particularly like them. So I won't introduce.,up (powerful figure),Unnamed senators,speech,2900000,7589663943942081805
whitehouse,20251230,That they don't know what the fuck they're doing.,up (powerful figure),Political opponents,speech,2900000,7589663943942081805
whitehouse,20251230,I don't know what the fuck their backup needs is.,up (powerful figure),Political opponents,speech,2900000,7589663943942081805
whitehouse,20251231,DADDY'S HOME,up (powerful figure),Joe Biden,overlay,2300000,7590094149332864286
whitehouse,20251231,"And with that, the 2025 season has come to an end.",up (powerful figure),Joe Biden,speech,2300000,7590094149332864286
whitehouse,20260101,ASMR: Illegal Alien Deportation Flight,down (vulnerable),Undocumented immigrants,overlay,2500000,7590542785355304205
whitehouse,20260101,THE DEPORTATION EXPRESS,down (vulnerable),Undocumented immigrants,overlay,2500000,7590542785355304205
whitehouse,20260101,IT'S CUFFING SEASON,down (vulnerable),People being arrested,overlay,2500000,7590542785355304205
whitehouse,20260101,DADDY'S HOME,own-side (gloat),Donald Trump's political opponents,overlay,2500000,7590542785355304205
whitehouse,20260103,FAFO.,other,Nicolás Maduro,caption,82100000,7591235697151855886
whitehouse,20260103,Come get me!,other,Nicolás Maduro,overlay,82100000,7591235697151855886
whitehouse,20260103,I'll wait here in Miraflores,other,Nicolás Maduro,overlay,82100000,7591235697151855886
whitehouse,20260103,Don't take too long,other,Nicolás Maduro,overlay,82100000,7591235697151855886
whitehouse,20260103,Coward!,other,Nicolás Maduro,overlay,82100000,7591235697151855886
whitehouse,20260103,"And now, if you don't know, now you know.",other,Nicolás Maduro,sound,82100000,7591235697151855886
whitehouse,20260104,Nicolas Maduro had his chance - until he didn’t.,other,Nicolás Maduro,caption,18400000,7591331492471655735
whitehouse,20260104,COME GET ME,other,Nicolás Maduro,overlay,18400000,7591331492471655735
whitehouse,20260104,I'LL WAIT FOR HIM HERE,other,Nicolás Maduro,overlay,18400000,7591331492471655735
whitehouse,20260104,DON'T BE LATE,other,Nicolás Maduro,overlay,18400000,7591331492471655735
whitehouse,20260104,IN ARRIVING,other,Nicolás Maduro,overlay,18400000,7591331492471655735
whitehouse,20260104,COWARD!,other,Nicolás Maduro,overlay,18400000,7591331492471655735
whitehouse,20260104,Nicolas Maduro had his chance until he didn't.,other,Nicolás Maduro,speech,18400000,7591331492471655735
whitehouse,20260104,He effed around and he found out.,other,Nicolás Maduro,speech,18400000,7591331492471655735
whitehouse,20260104,"Like, I don't understand yet how they haven't figured this out.",up (powerful figure),US adversaries,speech,18400000,7591331492471655735
whitehouse,20260104,"And now, if you don't know, now you know.",up (powerful figure),US adversaries,speech,18400000,7591331492471655735
whitehouse,20260104,this is not a president that just talks and does letters and press conferences.,up (powerful figure),Other/previous politicians,speech,18400000,7591331492471655735
